"location","target","score","forecast_week","competition_week","skill","model"
"HHS Region 1","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 1","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 10","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 10","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 2","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 2","Season peak week",-1.58045037556085,1,11,0.205882352941177,"."
"HHS Region 3","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 3","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 4","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 4","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 5","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 5","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 6","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 6","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 7","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 7","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 8","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 8","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 9","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"HHS Region 9","Season peak week",-2.14006616349627,1,11,0.117647058823529,"."
"US National","Season onset",-2.4567357728213,1,11,0.0857142857142857,"."
"US National","Season peak week",-2.42774823594805,1,11,0.0882352941176471,"."
"HHS Region 1","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 10","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 2","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 3","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 4","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 5","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 6","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 7","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 8","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"HHS Region 9","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"US National","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"."
"US National","1 wk ahead",-1.42959399062863,1,11,0.23940610363578,"."
"HHS Region 1","1 wk ahead",-1.7938981829733,1,11,0.166310595278904,"."
"HHS Region 2","1 wk ahead",-1.80944922155396,1,11,0.163744298801224,"."
"HHS Region 3","1 wk ahead",-2.934936561444,1,11,0.0531340899494241,"."
"HHS Region 4","1 wk ahead",-1.49497329593557,1,11,0.224254593159681,"."
"HHS Region 5","1 wk ahead",-1.90241486038984,1,11,0.149207867646169,"."
"HHS Region 6","1 wk ahead",-3.61527702865757,1,11,0.026909469490342,"."
"HHS Region 7","1 wk ahead",-2.45993599509925,1,11,0.0854404193978796,"."
"HHS Region 8","1 wk ahead",-1.72704838073578,1,11,0.177808459065833,"."
"HHS Region 9","1 wk ahead",-2.71583483284446,1,11,0.066149706002053,"."
