"location","target","score","forecast_week","competition_week","skill","model"
"HHS Region 1","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 1","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 10","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 10","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 2","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 2","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 3","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 3","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 4","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 4","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 5","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 5","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 6","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 6","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 7","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 7","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 8","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 8","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 9","Season onset",-2.42774822594805,1,11,0.088235295,"ARLR"
"HHS Region 9","Season peak week",-1.88706964903238,1,11,0.151515151515152,"ARLR"
"US National","Season onset",-3.09131341144725,1,11,0.0454422308462225,"ARLR"
"US National","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"ARLR"
"HHS Region 1","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 10","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 2","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 3","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 4","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 5","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 6","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 7","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 8","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"HHS Region 9","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"US National","Season peak percentage",-2.47730202240278,1,11,0.083969468,"ARLR"
"US National","1 wk ahead",-1.65033360842274,1,11,0.191985849839521,"ARLR"
"HHS Region 1","1 wk ahead",-6.2039294179441,1,11,0.00202147180217056,"ARLR"
"HHS Region 2","1 wk ahead",-4.70726323321457,1,11,0.00902945531182665,"ARLR"
"HHS Region 3","1 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 4","1 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 5","1 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 6","1 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 7","1 wk ahead",-3.21873185395008,1,11,0.0400057592512973,"ARLR"
"HHS Region 8","1 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 9","1 wk ahead",-2.61727615565464,1,11,0.0730014368132143,"ARLR"
"HHS Region 10","1 wk ahead",-2.84725362260719,1,11,0.0580034015577975,"ARLR"
"US National","2 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 1","2 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 2","2 wk ahead",-4.50812385388877,1,11,0.0110191142630796,"ARLR"
"HHS Region 3","2 wk ahead",-6.89694631961471,1,11,0.00101086758721366,"ARLR"
"HHS Region 4","2 wk ahead",-3.94304187885317,1,11,0.0193891455184831,"ARLR"
"HHS Region 5","2 wk ahead",-2.65923389781539,1,11,0.0700018297621309,"ARLR"
"HHS Region 6","2 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 7","2 wk ahead",-1.83891288824701,1,11,0.158990172277604,"ARLR"
"HHS Region 8","2 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 9","2 wk ahead",-2.6881860583133,1,11,0.0680041831821699,"ARLR"
"HHS Region 10","2 wk ahead",-5.79859458866354,1,11,0.00303181269652227,"ARLR"
"US National","3 wk ahead",-2.37416812261856,1,11,0.0930918980532531,"ARLR"
"HHS Region 1","3 wk ahead",-5.80209791411673,1,11,0.00302120985338267,"ARLR"
"HHS Region 2","3 wk ahead",-5.51884568100299,1,11,0.00401047463829702,"ARLR"
"HHS Region 3","3 wk ahead",-2.04026720818824,1,11,0.129993970783798,"ARLR"
"HHS Region 4","3 wk ahead",-3.80593489682957,1,11,0.0222383968377933,"ARLR"
"HHS Region 5","3 wk ahead",-1.2624005043487,1,11,0.282973930389049,"ARLR"
"HHS Region 6","3 wk ahead",-2.97584497457583,1,11,0.051004318438603,"ARLR"
"HHS Region 7","3 wk ahead",-1.04706870849588,1,11,0.350965023546939,"ARLR"
"HHS Region 8","3 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 9","3 wk ahead",-1.845221619607,1,11,0.157990303260576,"ARLR"
"HHS Region 10","3 wk ahead",-6.88625433879442,1,11,0.00102173375095845,"ARLR"
"US National","4 wk ahead",-3.46778920813222,1,11,0.031185900039276,"ARLR"
"HHS Region 1","4 wk ahead",-3.68857054199698,1,11,0.0250077239958805,"ARLR"
"HHS Region 2","4 wk ahead",-4.34209111616659,1,11,0.0130092957915471,"ARLR"
"HHS Region 3","4 wk ahead",-1.66608105605094,1,11,0.188986242788438,"ARLR"
"HHS Region 4","4 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 5","4 wk ahead",-0.970321042096399,1,11,0.378961356023717,"ARLR"
"HHS Region 6","4 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 7","4 wk ahead",-0.507610552947966,1,11,0.601932146820913,"ARLR"
"HHS Region 8","4 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 9","4 wk ahead",-1.03573749559153,1,11,0.35496449961505,"ARLR"
"HHS Region 10","4 wk ahead",-10,1,11,4.53999297624849e-05,"ARLR"
"HHS Region 1","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 1","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 10","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 10","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 2","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 2","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 3","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 3","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 4","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 4","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 5","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 5","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 6","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 6","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 7","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 7","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 8","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 8","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 9","Season onset",-2.42774822594805,2,12,0.088235295,"ARLR"
"HHS Region 9","Season peak week",-1.88706964903238,2,12,0.151515151515152,"ARLR"
"US National","Season onset",-3.09131341144725,2,12,0.0454422308462225,"ARLR"
"US National","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"ARLR"
"HHS Region 1","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 10","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 2","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 3","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 4","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 5","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 6","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 7","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 8","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"HHS Region 9","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"US National","Season peak percentage",-2.47730202240278,2,12,0.083969468,"ARLR"
"US National","1 wk ahead",-0.550024940063141,2,12,0.576935421395219,"ARLR"
"HHS Region 1","1 wk ahead",-4.70835106093892,2,12,0.00901963816065534,"ARLR"
"HHS Region 2","1 wk ahead",-6.87567684647194,2,12,0.00103259849142081,"ARLR"
"HHS Region 3","1 wk ahead",-3.53996304860557,2,12,0.0290143991848976,"ARLR"
"HHS Region 4","1 wk ahead",-6.20925415427293,2,12,0.00201073660424145,"ARLR"
"HHS Region 5","1 wk ahead",-0.620117807846347,2,12,0.537881067251862,"ARLR"
"HHS Region 6","1 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 7","1 wk ahead",-1.01345313366704,2,12,0.362963451751272,"ARLR"
"HHS Region 8","1 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 9","1 wk ahead",-2.61723680019194,2,12,0.0730043098750733,"ARLR"
"HHS Region 10","1 wk ahead",-4.26804353435918,2,12,0.0140091648085749,"ARLR"
"US National","2 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 1","2 wk ahead",-4.95896897599277,2,12,0.00702016205823112,"ARLR"
"HHS Region 2","2 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 3","2 wk ahead",-1.04422384539229,2,12,0.351964892563967,"ARLR"
"HHS Region 4","2 wk ahead",-3.86931572302363,2,12,0.0208726472116002,"ARLR"
"HHS Region 5","2 wk ahead",-0.185243238688515,2,12,0.830902151720276,"ARLR"
"HHS Region 6","2 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 7","2 wk ahead",-1.09671234393432,2,12,0.333967250257467,"ARLR"
"HHS Region 8","2 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 9","2 wk ahead",-1.77215569215719,2,12,0.169966198822494,"ARLR"
"HHS Region 10","2 wk ahead",-6.89694631961471,2,12,0.00101086758721366,"ARLR"
"US National","3 wk ahead",-2.32804992140747,2,12,0.0974856665618394,"ARLR"
"HHS Region 1","3 wk ahead",-4.07351055108207,2,12,0.0170175425703522,"ARLR"
"HHS Region 2","3 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 3","3 wk ahead",-0.529441411315934,2,12,0.588933849599552,"ARLR"
"HHS Region 4","3 wk ahead",-3.93697924663199,2,12,0.0195070518269951,"ARLR"
"HHS Region 5","3 wk ahead",-0.677601838962646,2,12,0.50783339948464,"ARLR"
"HHS Region 6","3 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 7","3 wk ahead",-0.590812862293756,2,12,0.553876876071256,"ARLR"
"HHS Region 8","3 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"HHS Region 9","3 wk ahead",-0.378681234992408,2,12,0.684763856636119,"ARLR"
"HHS Region 10","3 wk ahead",-10,2,12,4.53999297624849e-05,"ARLR"
"US National","4 wk ahead",-4.4566959664305,2,12,0.0116006289045438,"ARLR"
"HHS Region 1","4 wk ahead",-3.64936674463772,2,12,0.0260075930129083,"ARLR"
"HHS Region 2","4 wk ahead",-4.70835106093892,2,12,0.00901963816065535,"ARLR"
