date,flu,cough,fever,influenza,cold,isPartial,state
2015-01-04,19,8,8,1,43,False,Alabama
2015-01-11,16,7,10,1,25,False,Alabama
2015-01-18,17,7,10,2,25,False,Alabama
2015-01-25,17,7,11,1,23,False,Alabama
2015-02-01,13,8,11,1,27,False,Alabama
2015-02-08,13,8,10,1,25,False,Alabama
2015-02-15,14,9,9,1,36,False,Alabama
2015-02-22,12,8,12,1,26,False,Alabama
2015-03-01,13,9,12,1,24,False,Alabama
2015-03-08,10,6,10,1,22,False,Alabama
2015-03-15,7,5,13,1,21,False,Alabama
2015-03-22,5,4,9,2,23,False,Alabama
2015-03-29,4,5,9,1,21,False,Alabama
2015-04-05,3,5,11,0,22,False,Alabama
2015-04-12,4,6,8,1,21,False,Alabama
2015-04-19,4,6,9,1,22,False,Alabama
2015-04-26,3,6,12,0,19,False,Alabama
2015-05-03,3,6,10,1,19,False,Alabama
2015-05-10,3,5,10,1,21,False,Alabama
2015-05-17,3,5,11,1,18,False,Alabama
2015-05-24,3,4,9,0,18,False,Alabama
2015-05-31,3,6,10,0,16,False,Alabama
2015-06-07,3,4,10,0,17,False,Alabama
2015-06-14,2,4,7,1,19,False,Alabama
2015-06-21,2,4,7,1,18,False,Alabama
2015-06-28,2,3,8,0,15,False,Alabama
2015-07-05,2,3,9,0,16,False,Alabama
2015-07-12,2,5,9,1,17,False,Alabama
2015-07-19,2,4,7,0,20,False,Alabama
2015-07-26,2,5,8,0,18,False,Alabama
2015-08-02,2,4,8,1,17,False,Alabama
2015-08-09,2,3,10,0,20,False,Alabama
2015-08-16,3,4,9,1,19,False,Alabama
2015-08-23,4,3,9,1,20,False,Alabama
2015-08-30,4,6,12,1,18,False,Alabama
2015-09-06,6,5,11,0,20,False,Alabama
2015-09-13,6,5,9,1,18,False,Alabama
2015-09-20,10,6,10,1,18,False,Alabama
2015-09-27,8,5,11,1,19,False,Alabama
2015-10-04,10,6,10,1,18,False,Alabama
2015-10-11,9,7,11,1,20,False,Alabama
2015-10-18,11,9,9,1,22,False,Alabama
2015-10-25,9,7,8,1,22,False,Alabama
2015-11-01,9,6,10,0,23,False,Alabama
2015-11-08,9,6,11,0,24,False,Alabama
2015-11-15,6,7,10,1,27,False,Alabama
2015-11-22,6,8,12,0,32,False,Alabama
2015-11-29,7,6,11,1,25,False,Alabama
2015-12-06,5,6,11,1,24,False,Alabama
2015-12-13,5,8,12,0,25,False,Alabama
2015-12-20,6,10,11,0,24,False,Alabama
2015-12-27,5,9,11,1,24,False,Alabama
2016-01-03,5,6,9,0,28,False,Alabama
2016-01-10,6,7,11,0,28,False,Alabama
2016-01-17,5,7,9,1,32,False,Alabama
2016-01-24,6,9,8,1,26,False,Alabama
2016-01-31,6,8,11,0,24,False,Alabama
2016-02-07,6,7,12,0,28,False,Alabama
2016-02-14,7,7,14,1,23,False,Alabama
2016-02-21,9,7,11,0,24,False,Alabama
2016-02-28,9,8,10,1,23,False,Alabama
2016-03-06,11,7,13,1,20,False,Alabama
2016-03-13,7,7,10,1,21,False,Alabama
2016-03-20,7,7,11,0,23,False,Alabama
2016-03-27,6,7,9,0,19,False,Alabama
2016-04-03,6,7,9,0,23,False,Alabama
2016-04-10,6,7,10,1,23,False,Alabama
2016-04-17,6,7,10,0,23,False,Alabama
2016-04-24,5,7,8,0,21,False,Alabama
2016-05-01,4,6,9,1,22,False,Alabama
2016-05-08,4,6,9,0,20,False,Alabama
2016-05-15,4,5,11,0,19,False,Alabama
2016-05-22,8,6,10,0,18,False,Alabama
2016-05-29,4,5,10,0,18,False,Alabama
2016-06-05,3,5,9,0,20,False,Alabama
2016-06-12,2,4,9,0,19,False,Alabama
2016-06-19,3,5,11,0,19,False,Alabama
2016-06-26,2,4,9,0,18,False,Alabama
2016-07-03,2,3,9,0,20,False,Alabama
2016-07-10,1,4,9,0,16,False,Alabama
2016-07-17,2,4,10,0,18,False,Alabama
2016-07-24,2,4,8,0,20,False,Alabama
