date,hhs,flu,cough,fever,influenza,cold,isPartial,st_fips,cty_fips,pops,hhs_pops,hhs_pops_wt,nat_pops_wt,nat_pops
2014-11-16,55,10.658194573710741,8.399327750099884,10.843478437872232,1.1510709229370955,46.76174816576462,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-11-23,55,9.423363991846625,9.19993286024663,11.182512645565653,1.0797190920148372,36.07965437768394,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-11-30,55,13.277386774040256,9.378358498740058,11.731582763899677,1.6649237882288104,36.01234161384297,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-12-07,55,14.86340574675334,10.227217783886097,12.55712599269375,2.1249393853139305,36.71986533663932,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-12-14,55,19.73640823053754,11.128649771038447,13.667533140706658,2.6236072978187166,37.33925978290234,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-12-21,55,23.750427278377053,13.08802970638938,15.247785482019763,2.8230791350989732,38.61773238633604,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2014-12-28,55,27.01332973583745,13.262996805495082,14.312116521020775,2.9807677133978983,47.125104938382385,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-01-04,55,24.052702095340198,11.732520174267117,13.871539727938254,2.8300459716475563,55.89198795667266,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-01-11,55,19.75379333889836,10.421356701036968,13.435825078300487,2.5069916592316375,40.20430785733207,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-01-18,55,18.226253964290716,10.827179502549193,14.23104437599449,2.2714866063045647,36.230308585292825,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-01-25,55,15.921052177555982,10.664249368551923,14.02859578547647,2.0460584900134196,37.39491610832384,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-02-01,55,13.49389283311941,10.578988725755105,14.147420947960185,1.7075098806739677,36.94745862422612,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-02-08,55,11.95389914538415,10.14934162433857,13.356652579903763,1.473315625351312,37.13557948757529,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-02-15,55,11.335231725286373,9.663751495350672,12.935720793484666,1.4632985181580835,48.284121775914365,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-02-22,55,10.084574343303057,9.174358418269474,14.23282523730183,1.4159163519066524,40.10778576798324,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-03-01,55,9.956078129897534,8.709015977457652,13.60598704038196,1.2299059979220246,35.90285526565062,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-03-08,55,9.2206191991792,9.22326009306865,15.77571597205826,1.4614867320719689,33.3570704931697,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-03-15,55,7.9042835542906476,8.852774678805272,15.425104065461534,1.2601110923138015,32.42007941999618,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-03-22,55,7.135085635333956,8.666141015012839,14.164028700712617,1.176041202840483,33.13894034204546,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-03-29,55,6.541694618011955,8.579205385481012,13.91693311199983,1.1582039773614048,32.90928074996015,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-04-05,55,7.515052357458609,7.978309265747154,13.382520966254912,1.2190301909728574,33.096808801133584,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-04-12,55,7.8240837327518955,7.9156561681801305,13.067737986775256,1.2144992082627155,32.75989219729388,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-04-19,55,7.3731008238741325,7.727198896294035,12.165614548675705,1.1053382270256835,33.555259621755624,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-04-26,55,5.87826710861598,7.4597845075086555,12.192335079847334,1.0226993721354596,32.798468615489334,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-05-03,55,5.032930916607103,7.390849475828051,12.641887712086525,1.030335987556555,33.214051600272036,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-05-10,55,4.996129299374456,7.357910973352482,11.753898921212425,0.9263483983970682,33.07578373165609,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-05-17,55,5.551820586592792,7.040691568364366,11.720944704234567,0.7287613732305225,32.667666998205306,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-05-24,55,5.00418427126634,7.06143133917402,13.033785871603245,0.6479456607477065,31.23554708673168,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-05-31,55,4.438061033906468,6.644330397060542,11.668724234462866,0.46838290635213903,29.602978369971964,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-06-07,55,4.319362265094847,6.51683188915141,11.934964191424978,0.41621565006672673,29.309895277888735,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-06-14,55,3.6423863175392643,6.4280623582539365,10.854483342685384,0.48656292508724297,27.7146995689698,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-06-21,55,3.435804462851848,6.078183168829611,11.244762272563813,0.19889829809210335,27.698004809967316,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-06-28,55,3.1616971959225815,5.648897488119188,10.845149683059077,0.1832007114555439,27.83127559532078,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-07-05,55,3.2562418690377464,5.911032822222223,11.01643329062423,0.26522014582107484,27.366903583637487,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-07-12,55,2.928002342536737,5.6232435133534215,10.495963129673168,0.29502151913689795,27.663965380228838,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-07-19,55,2.966079994697986,5.252858546008818,10.501500816865072,0.31386578953044547,28.889589447660008,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-07-26,55,3.1145065134347782,5.300585837159165,11.026829119570746,0.21503991175264792,28.117961805865257,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-08-02,55,3.1042491153470677,5.453830104988548,11.411805887093836,0.23537882625970477,28.753104858708287,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-08-09,55,3.348029509323803,5.442165499395707,10.890383638629318,0.13445373441770445,28.300984031021052,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-08-16,55,3.709924913519494,5.630192685940716,11.265980354540497,0.48644157367319024,27.9457112441545,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-08-23,55,4.3379966137608115,5.673420590390221,10.672995656502573,0.7750581211770611,28.196650982953198,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-08-30,55,5.220484095568376,5.934131936224903,10.899056948726813,0.8145061659364855,28.901928347676193,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-09-06,55,6.1680788190104145,6.60844174969617,11.290325057225774,0.6883356699649543,30.96624964580546,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-09-13,55,8.527732133388112,6.772581171329775,11.372270453900471,0.9786822483188372,30.060914915601785,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-09-20,55,10.195079099154418,7.195589870259039,11.644355951995081,0.966911453413987,31.111432858917016,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-09-27,55,12.679136253232809,7.577486023663619,11.455401433175455,1.0961436020444926,31.76372518696789,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-10-04,55,15.918327578971427,7.941190924053715,11.89903239582062,1.003640314395901,32.11250693374713,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-10-11,55,14.546296439630119,8.341023327104358,11.802659611907483,1.0928657778272683,33.005126007698486,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-10-18,55,15.056437669873512,8.469072057772742,11.7803805553367,1.0722328804066703,35.311289266327556,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-10-25,55,13.295406140653254,8.52016250613148,11.66050503269381,1.0774661982757943,32.7233024384013,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-11-01,55,12.163197270901279,8.828710081583223,12.615387309200475,0.9953079026931297,34.42808513512911,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-11-08,55,11.036096025481529,9.72297229896482,12.17320300571507,1.0393660550743813,36.71292352189481,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-11-15,55,10.117834830888254,10.099288785970586,12.227304452915066,0.9948326554204744,38.291208974695174,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-11-22,55,8.392449156278643,9.997027646694413,11.652481888048536,0.716284646141846,41.32755686257164,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-11-29,55,9.047195679783034,9.757849106452138,12.476537429118215,1.108707553774012,40.21192158025934,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
2015-12-06,55,8.744781770365444,9.843473604370098,12.712518317046113,0.9271908762132843,36.877244644669126,0.0,1477,93501788,311368436,311368436.0,10.0,1.0000000000000002,41022287.678609915
