date,flu,cough,fever,influenza,cold,isPartial,state
2016-05-08,3,5,10,0,22,False,Alabama
2016-05-15,5,6,11,0,21,False,Alabama
2016-05-22,8,5,9,0,18,False,Alabama
2016-05-29,5,5,9,0,20,False,Alabama
2016-06-05,2,6,9,0,19,False,Alabama
2016-06-12,3,4,10,1,18,False,Alabama
2016-06-19,3,5,10,0,18,False,Alabama
2016-06-26,2,5,10,0,18,False,Alabama
2016-07-03,2,4,9,0,21,False,Alabama
2016-07-10,1,4,9,0,17,False,Alabama
2016-07-17,2,4,11,0,18,False,Alabama
2016-07-24,3,4,9,0,20,False,Alabama
2016-07-31,2,4,9,0,20,False,Alabama
2016-08-07,2,4,9,0,17,False,Alabama
2016-08-14,3,4,9,0,20,False,Alabama
2016-08-21,3,6,11,0,20,False,Alabama
2016-08-28,5,6,12,0,21,False,Alabama
2016-09-04,5,6,10,0,24,False,Alabama
2016-09-11,6,5,10,0,24,False,Alabama
2016-09-18,8,5,11,0,23,False,Alabama
2016-09-25,8,7,10,0,23,False,Alabama
2016-10-02,10,5,9,0,22,False,Alabama
2016-10-09,10,5,10,1,20,False,Alabama
2016-10-16,9,7,9,0,22,False,Alabama
2016-10-23,10,6,11,1,23,False,Alabama
2016-10-30,7,4,10,1,23,False,Alabama
2016-11-06,7,8,9,1,20,False,Alabama
2016-11-13,8,8,10,1,26,False,Alabama
2016-11-20,5,8,11,0,31,False,Alabama
2016-11-27,7,7,11,1,28,False,Alabama
2016-12-04,7,8,11,0,37,False,Alabama
2016-12-11,8,7,10,1,33,False,Alabama
2016-12-18,10,10,14,0,37,False,Alabama
2016-12-25,9,11,12,0,28,False,Alabama
2017-01-01,8,9,10,1,34,False,Alabama
2017-01-08,9,8,11,0,34,False,Alabama
2017-01-15,12,7,11,1,21,False,Alabama
2017-01-22,12,7,10,1,24,False,Alabama
2017-01-29,17,8,13,1,28,False,Alabama
2017-02-05,22,9,14,1,27,False,Alabama
2017-02-12,21,10,13,1,27,False,Alabama
2017-02-19,20,10,14,1,25,False,Alabama
2017-02-26,15,8,12,1,25,False,Alabama
2017-03-05,15,8,13,1,24,False,Alabama
2017-03-12,14,8,12,1,30,False,Alabama
2017-03-19,14,8,13,1,25,False,Alabama
2017-03-26,10,9,13,1,23,False,Alabama
2017-04-02,6,7,12,1,21,False,Alabama
2017-04-09,5,6,12,1,24,False,Alabama
2017-04-16,5,6,11,0,22,False,Alabama
2017-04-23,6,5,11,0,24,False,Alabama
2017-04-30,4,7,10,0,26,False,Alabama
2017-05-07,4,6,10,1,23,False,Alabama
2017-05-14,4,6,11,0,23,False,Alabama
2017-05-21,3,6,8,1,19,False,Alabama
2017-05-28,3,6,10,1,23,False,Alabama
2017-06-04,3,4,9,1,20,False,Alabama
2017-06-11,3,6,9,0,19,False,Alabama
2017-06-18,2,5,9,0,20,False,Alabama
2017-06-25,3,4,10,1,20,False,Alabama
2017-07-02,2,5,12,0,22,False,Alabama
2017-07-09,2,4,9,0,20,False,Alabama
2017-07-16,3,5,7,1,23,False,Alabama
2017-07-23,2,5,9,0,22,False,Alabama
2017-07-30,3,5,9,0,22,False,Alabama
2017-08-06,3,6,10,0,22,False,Alabama
2017-08-13,3,5,9,0,21,False,Alabama
2017-08-20,4,6,10,1,21,False,Alabama
2017-08-27,5,6,10,0,22,False,Alabama
2017-09-03,6,7,10,0,23,False,Alabama
2017-09-10,6,6,10,0,21,False,Alabama
2017-09-17,8,7,11,1,20,False,Alabama
2017-09-24,9,7,11,1,22,False,Alabama
2017-10-01,10,7,12,0,21,False,Alabama
2017-10-08,10,7,11,0,20,False,Alabama
2017-10-15,12,6,10,1,23,False,Alabama
2017-10-22,12,7,11,0,28,False,Alabama
2017-10-29,10,7,12,1,27,False,Alabama
2017-11-05,10,9,12,0,27,False,Alabama
2017-11-12,9,9,10,1,29,False,Alabama
2017-11-19,8,10,12,0,31,False,Alabama
2017-11-26,9,10,13,1,31,False,Alabama
2017-12-03,11,10,11,1,36,False,Alabama
2017-12-10,15,10,14,1,37,False,Alabama
2017-12-17,31,13,18,1,30,False,Alabama
2017-12-24,33,13,15,1,45,False,Alabama
2017-12-31,37,16,16,2,71,False,Alabama
2018-01-07,85,14,20,2,37,False,Alabama
2018-01-14,100,13,18,3,50,False,Alabama
2018-01-21,97,12,20,3,31,False,Alabama
2018-01-28,97,11,21,3,30,False,Alabama
2018-02-04,78,12,19,2,28,False,Alabama
2018-02-11,57,11,15,2,26,False,Alabama
2018-02-18,28,9,13,1,24,False,Alabama
2018-02-25,15,8,10,1,24,False,Alabama
2018-03-04,10,9,10,1,27,False,Alabama
2018-03-11,9,9,12,0,28,False,Alabama
2018-03-18,8,8,10,0,24,False,Alabama
2018-03-25,8,9,11,1,24,False,Alabama
2018-04-01,7,7,9,1,26,False,Alabama
2018-04-08,6,8,12,1,24,False,Alabama
2018-04-15,6,8,11,0,26,False,Alabama
2018-04-22,5,7,11,1,23,False,Alabama
2018-04-29,4,8,11,0,25,False,Alabama
2018-05-06,4,6,10,0,24,False,Alabama
2018-05-13,3,6,13,0,23,False,Alabama
2018-05-20,3,6,10,0,21,False,Alabama
2018-05-27,2,6,11,0,19,False,Alabama
2018-06-03,2,6,10,0,20,False,Alabama
2018-06-10,3,6,11,0,20,False,Alabama
2018-06-17,2,6,12,0,18,False,Alabama
2018-06-24,3,5,10,0,19,False,Alabama
2018-07-01,2,6,10,0,19,False,Alabama
2018-07-08,2,6,10,0,18,False,Alabama
2018-07-15,3,5,10,0,21,False,Alabama
2018-07-22,2,4,10,0,20,False,Alabama
2018-07-29,2,7,10,0,18,False,Alabama
2018-08-05,3,7,11,0,21,False,Alabama
2018-08-12,3,6,10,1,22,False,Alabama
2018-08-19,4,7,10,0,22,False,Alabama
2018-08-26,7,7,11,0,23,False,Alabama
2018-09-02,7,7,11,0,23,False,Alabama
2018-09-09,10,7,12,0,21,False,Alabama
2018-09-16,9,6,12,1,22,False,Alabama
2018-09-23,10,8,12,1,20,False,Alabama
2018-09-30,14,7,11,1,25,False,Alabama
2018-10-07,12,6,11,1,22,False,Alabama
2018-10-14,17,6,12,1,27,False,Alabama
2018-10-21,17,8,12,1,34,False,Alabama
2018-10-28,15,8,9,1,25,False,Alabama
2018-11-04,11,8,10,0,27,False,Alabama
2018-11-11,12,10,11,1,41,False,Alabama
2018-11-18,11,12,12,0,30,False,Alabama
2018-11-25,12,12,13,1,39,False,Alabama
2018-12-02,9,11,12,0,48,False,Alabama
2018-12-09,11,11,11,1,50,False,Alabama
2018-12-16,17,12,15,0,36,False,Alabama
2018-12-23,18,13,15,1,33,False,Alabama
2018-12-30,17,12,12,1,29,False,Alabama
2019-01-06,14,9,10,1,29,False,Alabama
2019-01-13,14,8,12,1,31,False,Alabama
2019-01-20,21,10,13,1,36,False,Alabama
2019-01-27,33,12,15,1,40,False,Alabama
2019-02-03,50,12,17,1,35,False,Alabama
2019-02-10,37,11,16,1,35,False,Alabama
2019-02-17,28,10,14,1,32,False,Alabama
2019-02-24,20,9,12,1,28,False,Alabama
2019-03-03,15,9,12,1,32,False,Alabama
2019-03-10,12,10,13,1,26,False,Alabama
2019-03-17,12,9,12,1,29,False,Alabama
2019-03-24,10,7,11,0,24,False,Alabama
2019-03-31,7,8,11,1,25,False,Alabama
2019-04-07,7,7,12,0,26,False,Alabama
2019-04-14,5,8,11,1,25,False,Alabama
2019-04-21,5,7,13,1,28,False,Alabama
2019-04-28,5,7,12,1,26,False,Alabama
2019-05-05,4,7,12,1,23,False,Alabama
2019-05-12,4,7,10,0,22,False,Alabama
2019-05-19,3,7,13,0,23,False,Alabama
2019-05-26,3,6,10,0,24,False,Alabama
2019-06-02,3,7,11,0,23,False,Alabama
2019-06-09,4,6,11,0,21,False,Alabama
2019-06-16,3,5,10,0,21,False,Alabama
2019-06-23,3,5,10,0,21,False,Alabama
2019-06-30,2,6,11,0,23,False,Alabama
2019-07-07,2,5,10,0,21,False,Alabama
2019-07-14,3,5,10,0,23,False,Alabama
2019-07-21,3,5,10,0,20,False,Alabama
2019-07-28,3,5,10,0,20,False,Alabama
2019-08-04,3,5,9,0,21,False,Alabama
2019-08-11,3,5,11,0,24,False,Alabama
2019-08-18,4,6,9,0,26,False,Alabama
2019-08-25,5,6,12,0,23,False,Alabama
2019-09-01,6,7,10,0,24,False,Alabama
2019-09-08,7,6,11,1,26,False,Alabama
2019-09-15,10,7,13,0,23,False,Alabama
2019-09-22,12,7,11,0,23,False,Alabama
2019-09-29,14,8,11,1,25,False,Alabama
2019-10-06,17,7,11,0,26,False,Alabama
2019-10-13,16,8,10,1,26,False,Alabama
2019-10-20,13,7,11,0,26,False,Alabama
2019-10-27,13,8,11,1,34,False,Alabama
2019-11-03,14,11,12,1,33,False,Alabama
2019-11-10,15,10,12,0,49,False,Alabama
2019-11-17,17,9,15,1,33,True,Alabama
2014-11-30,12,9,13,2,41,False,Alaska
2014-12-07,8,5,8,3,46,False,Alaska
2014-12-14,12,5,11,4,35,False,Alaska
2014-12-21,12,9,8,2,44,False,Alaska
2014-12-28,15,11,9,0,41,False,Alaska
2015-01-04,10,7,11,4,47,False,Alaska
2015-01-11,10,4,10,2,42,False,Alaska
2015-01-18,8,9,19,2,44,False,Alaska
2015-01-25,9,8,7,2,66,False,Alaska
2015-02-01,5,7,12,0,37,False,Alaska
2015-02-08,5,4,8,0,46,False,Alaska
2015-02-15,8,10,15,2,39,False,Alaska
2015-02-22,5,8,16,0,36,False,Alaska
2015-03-01,5,9,10,2,35,False,Alaska
2015-03-08,5,7,14,0,44,False,Alaska
2015-03-15,7,5,13,4,48,False,Alaska
2015-03-22,7,8,11,2,37,False,Alaska
2015-03-29,6,8,12,2,41,False,Alaska
2015-04-05,5,6,11,2,42,False,Alaska
2015-04-12,5,8,13,3,41,False,Alaska
2015-04-19,8,11,14,0,40,False,Alaska
2015-04-26,6,8,19,4,39,False,Alaska
2015-05-03,4,9,14,2,36,False,Alaska
2015-05-10,5,5,12,0,36,False,Alaska
2015-05-17,7,7,7,0,30,False,Alaska
2015-05-24,3,7,13,6,36,False,Alaska
2015-05-31,4,8,11,2,38,False,Alaska
2015-06-07,5,8,7,2,37,False,Alaska
2015-06-14,4,5,10,2,31,False,Alaska
2015-06-21,4,9,9,2,35,False,Alaska
2015-06-28,3,6,10,0,35,False,Alaska
2015-07-05,4,4,6,2,41,False,Alaska
2015-07-12,6,8,7,0,40,False,Alaska
2015-07-19,3,7,9,0,34,False,Alaska
2015-07-26,2,5,12,2,34,False,Alaska
2015-08-02,2,4,10,2,36,False,Alaska
2015-08-09,6,10,9,0,34,False,Alaska
2015-08-16,5,5,5,2,37,False,Alaska
2015-08-23,5,4,9,2,43,False,Alaska
2015-08-30,5,7,9,2,40,False,Alaska
2015-09-06,7,5,5,2,40,False,Alaska
2015-09-13,7,3,7,3,40,False,Alaska
2015-09-20,9,7,8,3,42,False,Alaska
2015-09-27,10,9,10,2,38,False,Alaska
2015-10-04,13,6,7,2,41,False,Alaska
2015-10-11,12,8,10,2,47,False,Alaska
2015-10-18,12,9,11,2,36,False,Alaska
2015-10-25,11,7,11,0,37,False,Alaska
2015-11-01,11,5,10,3,46,False,Alaska
2015-11-08,9,7,14,3,48,False,Alaska
2015-11-15,9,6,16,2,59,False,Alaska
2015-11-22,8,7,15,4,50,False,Alaska
2015-11-29,10,7,15,2,45,False,Alaska
2015-12-06,5,4,21,2,47,False,Alaska
2015-12-13,6,7,14,0,40,False,Alaska
2015-12-20,5,7,7,2,49,False,Alaska
2015-12-27,10,7,12,2,40,False,Alaska
2016-01-03,9,9,14,0,41,False,Alaska
2016-01-10,11,7,15,0,41,False,Alaska
2016-01-17,5,8,12,2,41,False,Alaska
2016-01-24,6,8,20,0,45,False,Alaska
2016-01-31,5,10,14,5,42,False,Alaska
2016-02-07,6,10,24,3,47,False,Alaska
2016-02-14,7,7,16,2,50,False,Alaska
2016-02-21,11,11,11,2,44,False,Alaska
2016-02-28,10,10,10,4,36,False,Alaska
2016-03-06,6,7,10,2,34,False,Alaska
2016-03-13,10,10,10,5,48,False,Alaska
2016-03-20,2,6,14,2,33,False,Alaska
2016-03-27,7,10,8,4,41,False,Alaska
2016-04-03,14,8,11,3,43,False,Alaska
2016-04-10,14,6,16,5,41,False,Alaska
2016-04-17,8,10,12,3,42,False,Alaska
2016-04-24,6,7,11,2,46,False,Alaska
2016-05-01,6,9,10,2,40,False,Alaska
2016-05-08,4,7,12,0,36,False,Alaska
2016-05-15,3,10,5,3,36,False,Alaska
2016-05-22,3,4,10,0,29,False,Alaska
2016-05-29,3,6,11,0,38,False,Alaska
2016-06-05,4,5,8,0,36,False,Alaska
2016-06-12,3,5,10,0,32,False,Alaska
2016-06-19,4,5,12,0,34,False,Alaska
2016-06-26,5,4,10,2,36,False,Alaska
2016-07-03,5,6,7,2,31,False,Alaska
2016-07-10,3,5,12,2,30,False,Alaska
2016-07-17,2,7,11,2,43,False,Alaska
2016-07-24,3,7,7,2,36,False,Alaska
2016-07-31,2,5,11,0,31,False,Alaska
2016-08-07,4,5,12,0,35,False,Alaska
2016-08-14,3,8,9,0,31,False,Alaska
2016-08-21,3,8,8,0,34,False,Alaska
2016-08-28,7,7,10,2,37,False,Alaska
2016-09-04,5,6,10,3,38,False,Alaska
2016-09-11,7,6,7,2,42,False,Alaska
2016-09-18,7,6,12,2,46,False,Alaska
2016-09-25,18,5,10,2,31,False,Alaska
2016-10-02,12,10,7,2,38,False,Alaska
2016-10-09,15,9,11,2,52,False,Alaska
2016-10-16,12,7,8,2,45,False,Alaska
2016-10-23,9,10,11,2,48,False,Alaska
2016-10-30,10,11,7,2,27,False,Alaska
2016-11-06,7,9,6,3,45,False,Alaska
2016-11-13,9,6,11,0,60,False,Alaska
2016-11-20,6,5,11,2,58,False,Alaska
2016-11-27,11,9,11,3,65,False,Alaska
2016-12-04,11,8,10,1,74,False,Alaska
2016-12-11,5,11,12,2,67,False,Alaska
2016-12-18,9,14,17,2,55,False,Alaska
2016-12-25,12,13,14,2,51,False,Alaska
2017-01-01,10,12,12,0,59,False,Alaska
2017-01-08,14,8,11,2,61,False,Alaska
2017-01-15,11,12,14,3,84,False,Alaska
2017-01-22,9,9,10,2,47,False,Alaska
2017-01-29,11,9,12,2,43,False,Alaska
2017-02-05,17,13,14,2,53,False,Alaska
2017-02-12,10,8,15,2,50,False,Alaska
2017-02-19,10,8,12,2,52,False,Alaska
2017-02-26,8,8,8,3,49,False,Alaska
2017-03-05,7,10,10,2,51,False,Alaska
2017-03-12,7,6,14,1,48,False,Alaska
2017-03-19,7,11,16,1,46,False,Alaska
2017-03-26,7,11,8,1,50,False,Alaska
2017-04-02,8,9,17,3,47,False,Alaska
2017-04-09,12,10,9,1,38,False,Alaska
2017-04-16,6,10,10,2,44,False,Alaska
2017-04-23,6,10,9,3,42,False,Alaska
2017-04-30,7,7,12,2,50,False,Alaska
2017-05-07,4,10,10,0,40,False,Alaska
2017-05-14,3,9,12,2,51,False,Alaska
2017-05-21,6,10,10,2,48,False,Alaska
2017-05-28,5,11,10,2,47,False,Alaska
2017-06-04,7,9,13,3,44,False,Alaska
2017-06-11,5,7,13,2,42,False,Alaska
2017-06-18,3,7,10,3,30,False,Alaska
2017-06-25,3,8,8,2,39,False,Alaska
2017-07-02,5,8,8,0,42,False,Alaska
2017-07-09,5,5,7,2,41,False,Alaska
2017-07-16,4,5,9,3,39,False,Alaska
2017-07-23,4,5,8,0,37,False,Alaska
2017-07-30,3,4,11,2,45,False,Alaska
2017-08-06,4,7,6,0,40,False,Alaska
2017-08-13,5,4,7,0,38,False,Alaska
2017-08-20,5,5,13,2,36,False,Alaska
2017-08-27,6,6,14,2,42,False,Alaska
2017-09-03,8,6,19,2,47,False,Alaska
2017-09-10,10,8,10,2,50,False,Alaska
2017-09-17,15,11,10,2,39,False,Alaska
2017-09-24,17,11,11,2,37,False,Alaska
2017-10-01,11,6,11,4,37,False,Alaska
2017-10-08,13,9,11,2,47,False,Alaska
2017-10-15,8,6,8,2,59,False,Alaska
2017-10-22,15,8,9,2,49,False,Alaska
2017-10-29,7,9,6,2,45,False,Alaska
2017-11-05,8,7,8,2,56,False,Alaska
2017-11-12,10,7,11,2,66,False,Alaska
2017-11-19,8,5,8,2,61,False,Alaska
2017-11-26,9,11,17,2,59,False,Alaska
2017-12-03,13,12,14,2,47,False,Alaska
2017-12-10,13,12,16,3,43,False,Alaska
2017-12-17,12,13,11,3,50,False,Alaska
2017-12-24,16,14,11,3,60,False,Alaska
2017-12-31,11,11,17,2,55,False,Alaska
2018-01-07,30,11,16,4,68,False,Alaska
2018-01-14,28,8,14,3,44,False,Alaska
2018-01-21,32,11,16,3,63,False,Alaska
2018-01-28,42,9,16,5,59,False,Alaska
2018-02-04,35,9,17,7,50,False,Alaska
2018-02-11,28,10,15,3,42,False,Alaska
2018-02-18,25,9,14,3,46,False,Alaska
2018-02-25,23,9,13,4,45,False,Alaska
2018-03-04,24,12,13,5,43,False,Alaska
2018-03-11,14,8,11,2,39,False,Alaska
2018-03-18,12,7,12,2,39,False,Alaska
2018-03-25,10,10,10,4,45,False,Alaska
2018-04-01,14,11,14,2,40,False,Alaska
2018-04-08,8,10,14,3,41,False,Alaska
2018-04-15,8,10,14,7,44,False,Alaska
2018-04-22,9,8,13,2,45,False,Alaska
2018-04-29,3,13,9,3,38,False,Alaska
2018-05-06,5,15,9,0,49,False,Alaska
2018-05-13,6,9,7,3,46,False,Alaska
2018-05-20,5,8,8,2,44,False,Alaska
2018-05-27,3,7,11,0,39,False,Alaska
2018-06-03,7,9,9,3,53,False,Alaska
2018-06-10,5,7,8,0,33,False,Alaska
2018-06-17,3,5,14,0,42,False,Alaska
2018-06-24,6,7,9,1,46,False,Alaska
2018-07-01,3,7,11,2,49,False,Alaska
2018-07-08,2,6,9,1,32,False,Alaska
2018-07-15,5,6,7,3,41,False,Alaska
2018-07-22,5,6,9,0,42,False,Alaska
2018-07-29,5,2,7,0,37,False,Alaska
2018-08-05,4,4,11,1,37,False,Alaska
2018-08-12,2,7,7,1,44,False,Alaska
2018-08-19,6,6,11,5,40,False,Alaska
2018-08-26,6,4,8,2,44,False,Alaska
2018-09-02,6,7,9,3,46,False,Alaska
2018-09-09,15,8,11,2,46,False,Alaska
2018-09-16,17,7,12,2,41,False,Alaska
2018-09-23,18,9,7,2,41,False,Alaska
2018-09-30,20,7,8,2,49,False,Alaska
2018-10-07,15,5,9,2,53,False,Alaska
2018-10-14,19,7,8,1,45,False,Alaska
2018-10-21,16,9,8,1,38,False,Alaska
2018-10-28,14,9,8,0,55,False,Alaska
2018-11-04,14,9,10,1,50,False,Alaska
2018-11-11,10,7,15,2,47,False,Alaska
2018-11-18,14,5,14,3,53,False,Alaska
2018-11-25,14,6,15,4,43,False,Alaska
2018-12-02,7,11,8,2,57,False,Alaska
2018-12-09,6,9,10,2,77,False,Alaska
2018-12-16,8,8,11,0,70,False,Alaska
2018-12-23,12,9,11,2,58,False,Alaska
2018-12-30,9,6,12,0,59,False,Alaska
2019-01-06,9,10,10,2,100,False,Alaska
2019-01-13,15,10,12,2,60,False,Alaska
2019-01-20,12,13,16,4,54,False,Alaska
2019-01-27,16,11,18,8,58,False,Alaska
2019-02-03,31,10,21,8,62,False,Alaska
2019-02-10,31,13,15,8,54,False,Alaska
2019-02-17,25,10,17,6,46,False,Alaska
2019-02-24,21,12,15,6,45,False,Alaska
2019-03-03,21,14,14,9,50,False,Alaska
2019-03-10,18,10,19,4,54,False,Alaska
2019-03-17,13,11,16,3,41,False,Alaska
2019-03-24,8,7,12,2,47,False,Alaska
2019-03-31,6,14,16,3,40,False,Alaska
2019-04-07,7,8,10,2,47,False,Alaska
2019-04-14,7,11,12,2,47,False,Alaska
2019-04-21,9,9,10,2,43,False,Alaska
2019-04-28,8,8,13,2,48,False,Alaska
2019-05-05,6,9,14,2,51,False,Alaska
2019-05-12,6,9,11,3,44,False,Alaska
2019-05-19,7,7,11,0,54,False,Alaska
2019-05-26,6,9,17,2,43,False,Alaska
2019-06-02,4,6,9,2,36,False,Alaska
2019-06-09,6,9,9,2,39,False,Alaska
2019-06-16,4,9,11,2,42,False,Alaska
2019-06-23,2,6,7,2,45,False,Alaska
2019-06-30,3,3,9,2,48,False,Alaska
2019-07-07,5,9,10,1,45,False,Alaska
2019-07-14,3,6,8,1,32,False,Alaska
2019-07-21,3,5,7,1,49,False,Alaska
2019-07-28,3,4,12,3,43,False,Alaska
2019-08-04,3,6,10,0,42,False,Alaska
2019-08-11,3,7,8,1,34,False,Alaska
2019-08-18,5,6,9,0,49,False,Alaska
2019-08-25,8,8,8,2,34,False,Alaska
2019-09-01,5,9,8,4,47,False,Alaska
2019-09-08,16,7,11,1,43,False,Alaska
2019-09-15,19,8,14,3,44,False,Alaska
2019-09-22,20,11,12,1,53,False,Alaska
2019-09-29,19,8,7,3,54,False,Alaska
2019-10-06,24,4,7,3,53,False,Alaska
2019-10-13,19,10,13,1,53,False,Alaska
2019-10-20,16,7,11,2,47,False,Alaska
2019-10-27,20,13,12,3,50,False,Alaska
2019-11-03,12,11,13,2,52,False,Alaska
2019-11-10,18,11,13,1,55,False,Alaska
2019-11-17,12,9,12,3,54,True,Alaska
2014-11-30,11,13,19,1,46,False,Arizona
2014-12-07,11,14,18,1,46,False,Arizona
2014-12-14,12,12,18,2,52,False,Arizona
2014-12-21,14,15,21,2,59,False,Arizona
2014-12-28,23,20,19,2,76,False,Arizona
2015-01-04,22,16,19,3,61,False,Arizona
2015-01-11,25,17,24,4,51,False,Arizona
2015-01-18,25,18,25,4,54,False,Arizona
2015-01-25,23,19,24,4,49,False,Arizona
2015-02-01,18,18,21,2,50,False,Arizona
2015-02-08,16,18,22,2,48,False,Arizona
2015-02-15,14,15,19,2,51,False,Arizona
2015-02-22,12,16,21,2,49,False,Arizona
2015-03-01,12,17,22,2,50,False,Arizona
2015-03-08,11,14,26,1,51,False,Arizona
2015-03-15,9,12,27,1,44,False,Arizona
2015-03-22,9,15,24,1,50,False,Arizona
2015-03-29,9,13,25,1,45,False,Arizona
2015-04-05,12,11,25,1,48,False,Arizona
2015-04-12,11,14,27,1,54,False,Arizona
2015-04-19,13,12,22,1,45,False,Arizona
2015-04-26,11,11,22,1,46,False,Arizona
2015-05-03,9,10,19,1,52,False,Arizona
2015-05-10,7,10,20,0,48,False,Arizona
2015-05-17,9,11,19,1,44,False,Arizona
2015-05-24,9,10,21,1,42,False,Arizona
2015-05-31,6,10,21,0,42,False,Arizona
2015-06-07,6,9,20,1,42,False,Arizona
2015-06-14,7,9,18,0,42,False,Arizona
2015-06-21,5,7,16,1,42,False,Arizona
2015-06-28,5,8,17,1,38,False,Arizona
2015-07-05,4,9,15,0,38,False,Arizona
2015-07-12,3,7,17,0,40,False,Arizona
2015-07-19,5,7,17,1,42,False,Arizona
2015-07-26,5,9,15,1,42,False,Arizona
2015-08-02,4,7,18,0,44,False,Arizona
2015-08-09,5,9,18,1,39,False,Arizona
2015-08-16,5,10,22,1,39,False,Arizona
2015-08-23,5,9,19,0,45,False,Arizona
2015-08-30,6,9,18,1,39,False,Arizona
2015-09-06,9,9,18,1,40,False,Arizona
2015-09-13,11,9,18,1,45,False,Arizona
2015-09-20,13,8,18,1,42,False,Arizona
2015-09-27,14,11,19,1,42,False,Arizona
2015-10-04,20,10,16,1,44,False,Arizona
2015-10-11,17,10,22,1,43,False,Arizona
2015-10-18,16,11,21,2,47,False,Arizona
2015-10-25,17,13,20,1,46,False,Arizona
2015-11-01,15,14,21,1,58,False,Arizona
2015-11-08,16,15,17,1,53,False,Arizona
2015-11-15,16,17,21,1,62,False,Arizona
2015-11-22,13,15,21,1,53,False,Arizona
2015-11-29,14,16,18,2,68,False,Arizona
2015-12-06,12,16,19,1,52,False,Arizona
2015-12-13,13,16,25,1,70,False,Arizona
2015-12-20,14,17,20,1,61,False,Arizona
2015-12-27,17,18,22,1,71,False,Arizona
2016-01-03,15,17,19,1,62,False,Arizona
2016-01-10,14,16,21,2,58,False,Arizona
2016-01-17,12,18,22,2,56,False,Arizona
2016-01-24,15,18,25,1,52,False,Arizona
